first,name,organization,image (please don't edit),bioguide,twitter,state,phone,email,party affiliation,office 1,office 1 phone,office 1 geo,office 2,office 2 phone,office 2 geo,office 3,office 3 phone,office 3 geo,office 4,office 4 phone,office 4 geo,office 5,office 5 phone,office 5 geo,office 6,office 6 phone,office 6 geo,office 7,office 7 phone,office 7 geo,office 8,office 8 phone,office 8 geo,Event 1,Event 2,EFF score -4 (to,First cloture vote USAF,,,sp/co FISA Courts Reform Act (+3),"sp/co S. 1551, IOSRA (+4)",sp/co FISA Improvements Act (-4),sp/co FISA Transparency & Modernization Act (-4),sp/co Surveillance State Repeal Act (2014 or 2015) (+4),sp/co USA FREEDOM prior to 2014-05-18 (+2),voted for Conyers/Amash amendment (+4),voted for House version of USA Freedom 2014 (-2),voted for Massie-Lofgren amendment 2014 (+3),Sp/co whistleblower protection for IC employees/contractors,1st USAF cloture vote,Straight reauth,Sp/co FISA Reform Act,Amdmt 1449: Data retention,Amdmt 1450: Extend implementation to 1yr,Amdmt 1451: Gut amicus,Final passage USAF,Sp/co 702 reforms (+4),Massie-Lofgrenamdmt to HR2685: Defund 702 (+3/-3),Massie-Lofgren amdmt on HR4870: No Encryption Backdoors (+3/-3),Total points,Grade,,,
Kirsten,Gillibrand,Senate,nygillibrandkirstene.jpg,G000555,SenGillibrand,New York,(202) 224-4451,http://www.gillibrand.senate.gov/contact/,Democrat,"155 Pinelawn Road, Suite 250 North
Melville, NY 11747",631-249-2825,"40.7710495,-73.4100789","Kenneth B. Keating Federal Office Building, Room 4195
100 State Street
Rochester, NY 14614",585-263-6250,"43.157841,-77.6134639","Leo W. O'Brien Federal Building, Room 821
1 Clinton Square
Albany, NY 12207",518-431-0120,"42.655222,-73.7492819","780 Third Avenue, Suite 2601
New York, NY 10017",212-688-6262,"40.7550153,-73.9718097","726 Exchange Street, Suite 511
Buffalo, NY 14210",716-854-9725,"42.8747646,-78.8509431","James M. Hanley Federal Building, PO Box 7378
100 South Clinton Street Room 1470
Syracuse, NY 13261",315-448-0470,"43.0500974,-76.1547177",,,,,,,,,-,1,,,3,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,11,A-,,,
Louie,Gohmert,House,txgohmertlouie.jpg,G000552,RepLouieGohmert,Texas,,,Republican,,,"101 East Methvin, Suite 302
Longview, TX 75601",903-236-8597,"32.4970151,-94.7389465","300 East Shepherd
Lufkin, TX 75901",936-632-3180,"31.336846,-94.7267339","1121 ESE Loop 323, Suite 206
Tyler, TX 75701",903-561-6349 ,"32.3243856,-95.2997959","102 West Houston Street
Marshall, TX 75670",903-938-8386,"32.5446408,-94.367499","101 West Main, Suite 160
Nacogdoches, TX 75961",936-715-9514,"31.6036679,-94.6565732",,,,,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,4,4,3,3,23,A+,,,
Bob,Goodlatte,House,vagoodlatterw.jpg,G000289,RepGoodlatte,Virginia,,,Republican,,,"3003 South Loop West, Suite 460
Houston, TX 77054",713-383-9234,"29.6764403,-95.4253349",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-5,D,,,
Paul,Gosar,House,azgosarpaul.jpg,G000565,RepGosar,Arizona,,,Republican,,,"5842 South Semoran Boulevard
Orlando, FL 32822",407-615-8889 ,"28.478639,-81.3102099","101 North Church Street, Suite 550
Kissimmee, FL 34741",407-518-4983,"28.2948723,-81.4072078",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,4,4,3,3,23,A+,,,
Trey,Gowdy,House,scgowdytrey.jpg,G000566,TGowdySC,South Carolina,,,Republican,,,"2200 Airport Road
Owensboro, KY 42301",,"37.7463606,-87.1631039","996 Wilkinson Trace, Suite B2
Bowling Green, KY 42103",270-842-9896 ,"36.9673376,-86.4285098","411 West Lincoln Trail Road
Radcliff, KY 40160",,"37.8380144,-85.9440381",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,0,3,11,A-,,,
Gwen,Graham,House,flgrahamgwen.jpg,G000575,,Florida,,,Democrat,,,"412 G Street
Davis, CA 95616",530-753-5301,"38.5465631,-121.7396836","1261 Travis Boulevard
Fairfield, CA 94533",707-438-1822 ,"38.2577001,-122.049562","795 Plumas Street
Yuba City, CA 95991",530-329-8865,"39.1405082,-121.617684",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Lindsey,Graham,Senate,scgrahamlindseyo.jpg,G000359,GrahamBlog,South Carolina,(202) 224-5972,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=contact.emailsenatorgraham,Republican,"235 East Main Street, Suite 100
Rock Hill, SC 29730",803-366-2828,"34.9239246,-81.0244032","124 Exchange Street, Suite A
Pendleton, SC 29670-1312",864-646-4090,"34.65072,-82.782997","McMillan Federal Building, Suite 111
401 West Evans Street
Florence, SC 29501",843-669-1505,"34.1973749,-79.7734678","130 South Main Street, 7th Floor
Greenville, SC 29601",864-250-1417,"34.848695,-82.400295",,,,,,,,,,,,,June 6: politicalpartytime.org/party/38682/,June 10: politicalpartytime.org/party/39325/,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,0,0,0,1,0,0,0,-6,D,,,
Kay,Granger,House,txgrangerkay.jpg,G000377,RepKayGranger,Texas,,,Republican,,,"600 East Frist Street, Suite 301
Rome, GA 30161",706-290-1776,"34.25531,-85.1670804","702 South Thornton Avenue
Dalton, GA 30720",706-226-5320 ,"34.7653566,-84.9716786",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Chuck,Grassley,Senate,iagrassleychucke.jpg,G000386,ChuckGrassley,Iowa,202-224-3744,http://www.grassley.senate.gov/constituents/questions-and-comments,Republican,"307 Federal Building
8 South 6th Street
Council Bluffs, IA 51501",712-322-7103,"41.2608863,-95.8525576","120 Federal Courthouse Building
320 6th Street
Sioux City, IA 51101-1244",712-233-1860,"42.4963125,-96.4075836","201 West 2nd Street, Suite 720
Davenport, IA 52801-1513",563-322-4331,"41.5213164,-90.5755858","721 Federal Building
210 Walnut Street
Des Moines, IA 50309-2140",515-288-1145,"41.5863824,-93.6201038","210 Waterloo Building
531 Commercial Street
Waterloo, IA 50701-5497",319-232-6657,"42.4976105,-92.343533","111 7th Avenue SE Box 13, Suite 6800
Cedar Rapids, IA 52401",319-363-6832,"41.97464,-91.6590662",,,,,,,"May 28: 2109 Brady St., Davenport IA (with Rand Paul)","June 15: Bernardsville, NJ http://politicalpartytime.org/party/39092/",-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,1,0,0,0,-14,F,,,
Garret,Graves,House,lagravesgarrett.jpg,G000577,,Louisiana,,,Republican,,,"111 Main Street
Delhi, NY 13753",928-445-1683,"42.2774968,-74.916052","270 East Hunt Highway, Suite 12
San Tan Valley, AZ 85143",480-882-2697 ,"33.1628729,-111.5633532",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,10,A-,,,
Sam,Graves,House,mogravessam.jpg,G000546,,Missouri,,,Republican,,,"110 Cottage Street
Ashland, OH 44805",419-207-0650,"40.8690512,-82.318261","110 Central Plaza South
Canton, OH 44702",330-737-1631 ,"40.797956,-81.374289",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Tom,Graves,House,gagravestom.jpg,G000560,RepTomGraves,Georgia,,,Republican,,,"721 Broadway
Kingston, NY 12401", 845-514-2322 ,"41.9310646,-74.0098132","92 Sullivan Avenue, PO Box 578
Liberty, NY 12754",845-747-9261,"41.781062,-74.730176","2 Hudson Street, PO Box 775
Kinderhook, NY 12106",518-610-8133,"42.3947969,-73.698395","25 Chestnut Street
Cooperstown, NY 13326",607-282-4002 ,"42.700522,-74.926793","4254 Albany Post Road
Hyde Park, NY 12538",845-698-0132,"41.7828851,-73.9325923","111 Main Street
Delhi, NY 13753",,"42.2774968,-74.916052",,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,4,0,3,0,16,A+,,,
Alan,Grayson,House,flgraysonalan.jpg,G000556,AlanGrayson,Florida,,,Democrat,,,"104 South Main Street, Suite 803
Greenville, SC 29601",864-241-0175,"34.8494072,-82.4002397","101 West St. John Street
Spartanburg, SC 29308",864-583-3264,"34.9514625,-81.9327881",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,2,4,0,3,0,0,0,0,0,0,0,4,4,3,3,27,A+,,,
Al,Green,House,txgreenal.jpg,G000553,RepAlGreen,Texas,,,Democrat,,,"33 Lowell Street
Manchester, NH 03101",603-641-9536,"42.9935704,-71.4620624","20 North Main Street
Rochester, NH 03867",603-335-7700,"43.3041552,-70.9766559",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,4,0,3,3,11,A-,,,
Gene,Green,House,txgreengene.jpg,G000410,RepGeneGreen,Texas,,,Democrat,,,"323 West Main Street
Abingdon, VA 24210",276-525-1405,"36.7085495,-81.9810171","17 West Main Street
Christiansburg, VA 24073",540-381-5671,"37.129662,-80.409703",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
"Morgan
",Griffith,House,vagriffithhmorgan.jpg,G000568,RepMGriffith,Virginia,,,Republican,,,"5-104 Prince Kuhio Building
300 Ala Moana Boulevard
Honolulu, HI 96850",,"21.303405,-157.8617926",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,3,3,17,A+,,,
Raúl,Grijalva,House,azgrijalvaraulm.jpg,G000551,RepraulGrijalva,Arizona,,,Democrat,,,"411 North Central Avenue, Suite 150
Phoenix, AZ 85004",602-256-0551,"33.4528534,-112.0735445",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,2,4,0,3,0,0,0,0,0,0,0,4,0,3,3,23,A+,,,
Glenn,Grothman,House,wigrothmanglenn.jpg,G000576,,Wisconsin,,,Republican,,,"840 West 11th Street, Suite 2250
Panama City, FL 32401",850-785-0812,"30.1679793,-85.6721475","300 South Adams Street, A-3
Tallahassee, FL 32301",850-891-8610 ,"30.4395639,-84.2826786",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,C,,,
Frank,Guinta,House,nhguintafrank.jpg,G000570,,New Hampshire,,,Republican,,,"1020 South Main Street, Suite B
Fond du Lac, WI 54935",920-907-0624 ,"43.7507263,-88.4501263",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,B,,,
Brett,Guthrie,House,kyguthriebrett.jpg,G000558,RepGuthrie,Kentucky,,,Republican,,,"2351 Energy Drive, Suite 1200
Baton Rouge, LA 70808",225-442-1731,"30.4265429,-91.1317512","29261 Frost Road, 2nd Floor
Livingston, LA 70754",225-686-4413 ,"30.4830241,-90.7486419","NSU Campus Candies Hall, Suite 405
908 East First Street
Thibodaux, LA 70301",985-448-4103,"29.7984999,-90.8153778",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,7,B,,,
Luis,Gutiérrez,House,ilgutierrezluisv.jpg,G000535,LuisGutierrez,Illinois,,,Democrat,,,"2701 West Oakland Park Boulevard, Suite 200
Fort Lauderdale, FL 33311",954-733-2800,"26.1660034,-80.1794633","Town of Mangonia Park Municipal Center
1755 East Tiffany Drive
Mangonia Park, FL 33407",561-469-7048,"26.7554835,-80.0820835",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,3,10,A-,,,
Janice,Hahn,House,cahahnjanice.jpg,H001063,Rep_JaniceHahn,California,,,Democrat,,,"2864 West Trenton Road
Edinburg, TX 78539",956-682-5545 ,"26.2658411,-98.2010871","100 South Austin Street, Suite 1
Seguin, TX 78155",830-401-0457 ,"29.5687556,-97.9648483",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Richard,Hanna,House,nyhannarichardl.jpg,H001051,RepRichardHanna,New York,,,Republican,,,"U.S. District Courthouse, Suite 310
6500 Cherrywood Lane
Greenbelt, MD 20770",301-474-0119 ,"39.009064,-76.8954914","401 Post Office Road, Suite 202
Waldorf, MD 20602",301-843-1577,"38.6112157,-76.9022185",,,,,,,,,,,,,,,,,,,May 31: http://politicalpartytime.org/party/39232/,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,-3,3,7,B,,,
Cresent,Hardy,House,nvhardycrescent.png,H001070,,Nevada,,,Republican,,,"2001 Gateway Place, Suite 670W
San Jose, CA 95110",408-436-2720 ,"37.3698367,-121.9228911","900 Lafayette Street, Suite 206
Santa Clara, CA 95050",408-436-2720,"37.3494432,-121.9434873",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Gregg,Harper,House,msharpergregg.jpg,H001045,GreggHarper,Mississippi,,,Republican,,,"6510 Abrams Road, Suite 243
Dallas, TX 75231",214-349-9996 ,"32.8630669,-96.7435156","810 East Corsicana Street, Suite C
Athens, TX 75751",903-675-8288 ,"32.2039044,-95.8422444",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Andy,Harris,House,mdharrisandy.jpg,H001052,RepAndyHarrisMD,Maryland,,,Republican,,,"726 Exchange Street, Suite 601
Buffalo, NY 14210",716-852-3501 ,"42.8747646,-78.8509431","640 Park Place
Niagara Falls, NY 14301",716-282-1274,"43.093931,-79.057368",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,3,3,17,A+,,,
Vicky,Hartzler,House,mohartzlervicky.jpg,H001053,RepHartzler,Missouri,,,Republican,,,"1901 Front Street, Suite A
Meridan, MS 39301",601-693-6681,"32.3640136,-88.6964104","1 Research Boulevard, Suite 206
Starkville, MS 39759",662-324-0007,"33.469116,-88.7926282","230 South Whitworth Street
Brookhaven, MS 39601",601-823-3400 ,"31.5774837,-90.4440201","2507-A Old Brandon Road
Pearl, MS 39208",601-932 2410 ,"32.2751731,-90.1296633",,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Alcee,Hastings,House,flhastingsalceel.jpg,H000324,RepHastingsFL,Florida,,,Democrat,,,"211 State Street, 2nd Floor
Bridgeport, CT 06604",866-453-0028,"41.1763593,-73.1898756","888 Washington Boulevard, 10th Floor
Stamford, CT 06901",203-353-9400 ,"41.0513829,-73.5427419",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,-3,3,11,A-,,,
Orrin,Hatch,Senate,uthatchorring.jpg,H000338,SenOrrinHatch,Utah,(202) 224-5251,http://www.hatch.senate.gov/public/index.cfm/email-orrin,Republican,"Federal Building, Room 1006
324 25th Street
Ogden, UT 84401",801-625-5672,"41.2209756,-111.9725867","Federal Building, Room 8402
125 South State Street
Salt Lake City, UT 84138",801-524-4380,"40.7667476,-111.8871381","Federal Building, Room 14
196 East Tabernacle
St. George, UT 84770",435-634-1795,"37.107876,-113.579673","77 North Main Street, Suite 112
Cedar City, UT 84720",435-586-8435,"37.6787898,-113.061791","51 South University Avenue, Suite 320
Provo, UT 84601",801-375-7881,"40.232986,-111.6578512",,,,,,,,,,,,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
Denny,Heck,House,waheckdenny.jpg,H001064,RepDennyHeck,Washington,,,Democrat,,,"49 Court Street, Suite 230
Binghamton, NY 13901",607-723-0212,"42.0995332,-75.9130152","258 Genesee Street
Utica, NY 13502",315-724-9740 ,"43.0997368,-75.2353634",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Joseph,Heck,House,nvheckjoe.jpg,H001055,RepJoeHeck,Nevada,,,Republican,,,"1611 North Magnolia Avenue, Suite 310
El Cajon, CA 92020",619-448-5201 ,"32.8209811,-116.9614571","333 South Juniper Street, Suite 110
Escondido, CA 92025",760-743-3260 ,"33.120342,-117.0772778",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Martin,Heinrich,Senate,nmheinrichmartint.jpg,H001046,MartinHeinrich,New Mexico,(202) 224-5521,http://www.heinrich.senate.gov/contact/write-martin,Democrat,"7450 East Main Street, Suite A
Farmington, NM 87402",505-325-5030,"36.7863602,-108.1112628","200 East Fourth Street, Suite 300
Roswell, NM 88201",575-622-7113,"33.396454,-104.5210906","625 Silver Avenue SW, Suite 130
Albuquerque, NM 87102",505-346-6601,"35.083225,-106.654906","Loretto Towne Center, Suite 148
505 South Main
Las Cruces, NM 88001",575-523-6561,"32.3001619,-106.7529514","123 East Marcy Street, Suite 103
Santa Fe, NM 87501",505-988-6647,"35.6888316,-105.9354675",,,,,,,,,,,,4,1,,,3,4,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,15,A+,,,
Heidi,Heitkamp,Senate,ndheitkampheidi.jpg,H001069,SenatorHeitkamp,North Dakota,(202) 224-2043,http://www.heitkamp.senate.gov/public/index.cfm/email-heidi,Democrat,"Federal Building, Suite 228
220 East Rosser Avenue
Bismarck, ND 58501",701-258-4648,"46.8091646,-100.7883243","Federal Building, Suite 306
657 Second Avenue North
Fargo, ND 58102",701-232-8030,"46.878685,-96.790097","40 1st Avenue West, Suite 202
Dickinson, ND 58601",701-225-0974,"46.8796041,-102.7864941","33 South Third Street, Suite B
Grand Forks, ND 58201",701-775-9601,"47.9250889,-97.0295169","Federal Building, Suite 105
100 First Street SW
Minot, ND 58701",701-852-0703,"48.2356168,-101.2959233",,,,,,,,,,,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Dean,Heller,Senate,nvhellerdean.jpg,H001041,SenDeanHeller,Nevada,(202) 224-6244,http://www.heller.senate.gov/public/index.cfm/contact-form,Republican,"8930 West Sunset Road, Suite 230
Las Vegas, NV 89148",702-388-6605,"36.0718617,-115.2870903","Bruce Thompson Federal Building, Suite 738
400 South Virginia Street
Reno, NV 89501",775-686-5770,"39.5183732,-119.8093247","3290 East Idaho Street, Suite 2A
Elko, NV 89801",775-738-2002,"40.814055,-115.8124391",,,,,,,,,,,,,,,,,,4,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Jeb,Hensarling,House,txhensarlingjeb.jpg,H001036,RepHensarling,Texas,,,Republican,,,"15 East Churchville Road, Suite 102B
Bel Air, MD 21014",410-588-5670,"39.5350929,-76.3463848","100 Olde Point Village, Suite 101
Chester, MD 21619",410-643-5425,"38.9317783,-76.3100451","212 West Main Streetd, Suite 204B
Salisbury, MD 21801",443-944-8624 ,"38.3652837,-75.6023764",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,4,3,3,12,A,,,
Jaime,Herrera Beutler,House,waherrerajaime.jpg,H001056,HerreraBeutler,Washington,,,Republican,,,"2415 Carter Lane
Columbia, MO 65201",573-442-9311 ,"38.9230467,-92.3365419","219 North Adams Street
Lebanon, MO 65536",417-532-5582 ,"37.682192,-92.664554",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,-2,3,0,0,0,0,0,0,0,4,0,3,3,13,A,,,
Jody,Hice,House,gahicejody.jpg,H001071,,Georgia,,,Republican,,,"8872 South Eastern Avenue, Suite 220
Las Vegas, NV 89123",702-387-4941 ,"36.0279118,-115.1158569",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,B,,,
Brian,Higgins,House,nyhigginsbrianm.jpg,H001038,RepBrianHiggins,New York,,,Democrat,,,"Howard House on Officer's Row, Suite B
750 Anderson Street
Vancouver, WA 98661",360-695-6292 ,"45.6280998,-122.6643484",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
French,Hill,House,arhillfrench.jpg,H001072,,Arkansas,,,Republican,,,"200 South Santa Fe, Suite 6
Salina, KS 67402",785-309-0572,"38.8380639,-97.6094964","100 Mililtary Avenue, Suite 205
Dodge City, KS 67801",620-225-0172,"37.7540168,-100.0167094","1 North Main, Suite 525
Hutchinson, KS 67501",620-665-6138,"38.0525022,-97.9322916","727 Poyntz Avenue, Suite 10
Manhattan, KS 66502",785-309-0572,"39.1790639,-96.567907",,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
James,Himes,House,cthimesjim.jpg,H001047,JAHimes,Connecticut,,,Democrat,,,"1 South Harbor Avenue, Suite 6B
Grand Haven, MI 49417", 616-414-5516 ,"43.0647818,-86.2346634","4555 Wilson Avenue SW, Suite 3
Grandville, MI 49418",616-570-0917,"42.881882,-85.763622",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Rubén,Hinojosa,House,txhinojosaruben.jpg,H000636,USRepRHinojosa,Texas,,,Democrat,,,"1797 West State Street, Suite A
Geneva, IL 60134",630-232-7104,"41.8957761,-88.3296438","40W310 Lafox Road, Suite F2
Campton Hills, IL 60175",630-584-2734 ,"41.9356063,-88.4006984",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,-3,?,?,,,
Mazie,Hirono,Senate,hihironomaziek.jpg,H001042,MazieHirono,Hawaii,(202) 224-6361,http://www.hirono.senate.gov/contact/email,Democrat,"300 Ala Moana Blvd.
Room 3-106
Honolulu, HI 96850
",(808) 522-8970,"21.303405,-157.8617926",,,,,,,,,,,,,,,,,,,,,,,,4,1,,,3,4,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,15,A+,,,
John,Hoeven,Senate,ndhoevenjohn.jpg,H001061,SenJohnHoeven,North Dakota,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,Republican,"Federal Building, Room 312
220 East Rosser Avenue
Bismarck, ND 58501",701-250-4618,"46.8091646,-100.7883243","101 First Street, Suite 107
Fargo, ND 58103",701-239-5389,"46.8757943,-96.8998334","Federal Building, Room 108
102 North Fourth Street
Grand Forks, ND 58203",701-746-8972,"47.925564,-97.032775","315 Main Street South, Suite 204
Minot, ND 58701",701-838-1361,"48.2328427,-101.29261",,,,,,,,,,,,,,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,-3,0,-3,-2,-3,1,0,0,0,-9,D-,,,
George,Holding,House,ncholdinggeorge.jpg,H001065,RepHolding,North Carolina,,,Republican,,,"686 Berkmar Circle
 Charlottesville, VA 22901",434-973-9631 ,"38.0845797,-78.478173","308 Craghead St., Suite 102-D
 Danville, VA 24541",(434) 791-2596,"36.5867166,-79.389396","515 S. Main Street - P.O. Box O
 Farmville, VA 23901",434-395-0120 ,"37.3020965,-78.3919401",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Mike,Honda,House,cahondamikem.jpg,H001034,RepMikeHonda,California,,,Democrat,,,"140 W 6th St
San Pedro, CA 90731",(310) 831-1799,"33.7389484,-118.2808019","701 E. Carson St. 
Carson, CA 90745","(310) 830-7600, ext. 1038","33.8322643,-118.2630272","8650 California Avenue 
South Gate, CA 90280",323-563-9562,"33.9556608,-118.2051399","205 S. Willowbrook Ave
Compton, CA 90220",310-605-5520 ,"33.8944803,-118.2246545",,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,4,4,3,3,23,A+,,,
Steny,Hoyer,House,mdhoyerstenyh.jpg,H000874,WhipHoyer,Maryland,,,Democrat,,,"1423 E 29th St Ste. 203 Tacoma,  WA 98404",(253) 722-5860,"47.2377137,-122.4120952","420 College Street SE Lacey,  WA 98503",360-459-8514,"47.0448756,-122.8227135",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,3,-3,-1,D+,,,
Richard,Hudson,House,nchudsonrichard.jpg,H001067,RepRichHudson,North Carolina,,,Republican,,,"120 Main Street Fremont,  NC 27830",919-440-5247,"35.5437965,-77.9743036","3725 National Drive Suite 101 Raleigh,  NC 27612",919-782-4400,"35.8346921,-78.6666799",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Tim,Huelskamp,House,kshuelskamptim.jpg,H001057,CongHuelskamp,Kansas,,,Republican,,,"325 McGill Avenue, NW
 Suite 500
 Concord, NC 28027",(704) 786-1612,"35.4150032,-80.6027893","1015 Fayetteville Rd Rockingham, NC 28379",(910) 997-2070,"34.943077,-79.761606",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,4,0,3,3,19,A+,,,
Jared,Huffman,House,cahuffmanjared.jpg,H001068,RepHuffman,California,,,Democrat,,,"317 Third St.Suite 1 Eureka,  CA 95501",(707) 407-3585,"40.8036043,-124.1682206","430 North Franklin St. P.O. Box 2208Fort Bragg,  CA 95437",(707) 962-0933,"39.446049,-123.804189","206 G Street, Unit #3 Petaluma,  CA 94952",(707) 981-8967,"38.2315089,-122.6330287","999 Fifth Ave. Suite 290 San Rafael,  CA 94901",(415) 258-9657,"37.9737875,-122.5267549","559 Low Gap Road Ukiah,  CA 95482",(707) 671-7449,"39.1598667,-123.2154236",,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Bill,Huizenga,House,mihuizengabill.jpg,H001058,RepHuizenga,Michigan,,,Republican,,,"2250 Las Vegas Blvd. N Suite 500 North Las Vegas,  NV 89030",(702) 912-1634,"36.2005743,-115.1217134",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,-2,3,0,0,0,0,0,0,0,1,0,-3,3,6,C+,,,
Randy,Hultgren,House,ilhultgrenrandall.jpg,H001059,RepHultgren,Illinois,,,Republican,,,"3015 Heritage Road Suite 6 Milledgeville,  GA 31061",(478) 457-0007,"33.12028,-83.259034","100 Court Street Monroe,  GA 30655",(770) 207-1776,"33.7941867,-83.7130857","210 Railroad StreetCity-County Administration Room 2401Thomson,  GA 30824",(770) 207-1776,"33.5258626,-82.5185837",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,12,A,,,
